supermarket,prices_(£),prices_unit_(£),unit,names,date,category,own_brand
Morrisons,1.49,13.2,kg,Eat Real Lentil Chips Sea Salt Flavour,20240413,free-from,False
Morrisons,2.1,4.2,kg,Alpro Plain with Coconut Yoghurt Alternative,20240413,free-from,False
Morrisons,2.1,2.1,l,Oatly The Original Oat Drink Semi,20240413,free-from,False
Morrisons,3.0,21.4,kg,Nakd Blueberry Muffin 4 Raw Fruit & Nut Bars,20240413,free-from,False
Morrisons,2.1,2.1,l,Califia Farms Oat Barista Chilled,20240413,free-from,False
Morrisons,2.0,4.0,kg,Alpro Velvet Vanilla Dessert,20240413,free-from,False
Morrisons,2.0,4.0,kg,Alpro Dark Chocolate Dessert,20240413,free-from,False
Morrisons,2.0,4.0,kg,Morrisons Free From White Loaf,20240413,free-from,True
Morrisons,3.0,21.4,kg,Nakd Cocoa Orange 4 Raw Fruit & Nut Bars,20240413,free-from,False
Morrisons,3.75,10.42,kg,Birds Eye Gluten Free 12 Fish Fingers,20240413,free-from,False
Morrisons,1.4,2.7,kg,Alpro Vanilla Custard,20240413,free-from,False
Morrisons,2.1,4.2,kg,Alpro Plain Yoghurt Alternative,20240413,free-from,False
Morrisons,1.0,2.4,kg,Kit Kat 4 Finger Vegan Chocolate Bar,20240413,free-from,False
Morrisons,1.9,6.7,l,Henderson's Relish,20240413,free-from,False
Morrisons,1.2,2.4,kg,Morrisons Free From Fusilli,20240413,free-from,True
Morrisons,2.4,12.0,kg,Cathedral City Lactose Free…,20240413,free-from,False
Morrisons,2.3,13.5,kg,Easibake Gluten Free Garlic Bread Bag…,20240413,free-from,False
Morrisons,1.4,5.6,l,Alpro Soya Chilled Altern…,20240413,free-from,False
Morrisons,3.75,18.8,kg,Whitby Seafoods Gluten Free Scampi,20240413,free-from,False
Morrisons,1.2,2.4,kg,Morrisons Free From Spaghetti,20240413,free-from,True
Morrisons,3.8,10.27,kg,Dr. Oetker Ristorante Glute…,20240413,free-from,False
Morrisons,0.5,20.0,kg,Morrisons Free From Choccy Buttons,20240413,free-from,True
Morrisons,2.85,8.1,kg,Nestle Go Free Honey Nut Flakes,20240413,free-from,False
Morrisons,2.2,7.3,kg,Warburtons Gluten Free White Loaf,20240413,free-from,False
Morrisons,1.2,44.4,kg,Deliciously Ella Chocolate Orange Dipped Almonds,20240413,free-from,False
Morrisons,2.0,17.7,kg,"Eat Real Veggie Straws Kale, Tomato & Spinach",20240413,free-from,False
Morrisons,0.6,30.0,kg,Moo Free White,20240413,free-from,False
Morrisons,1.5,10.0,kg,Schar Gluten Free Crispbreads,20240413,free-from,False
Morrisons,1.49,11.0,kg,Eat Real Hummus Chips Tomato & Basil Flavour,20240413,free-from,False
Morrisons,2.4,6.4,kg,Nestle Go Free Corn Flakes,20240413,free-from,False
Morrisons,1.85,4.9,kg,Whole Earth Organic Corn Flakes,20240413,free-from,False
Morrisons,1.5,12.0,kg,Schar Gluten Free Custard Creams,20240413,free-from,False
Morrisons,3.75,3.8,kg,Morrisons Free From Gluten Free Oats,20240413,free-from,True
Morrisons,1.9,3.8,kg,Morrisons Free From Brown Loaf,20240413,free-from,True
Morrisons,2.35,9.4,kg,Arla LactoFREE Slightly Salted Spreadable Bl…,20240413,free-from,False
Morrisons,2.85,8.1,kg,Nestle Go Free Rice Pops Gluten Free Cereal,20240413,free-from,False
Morrisons,1.2,4.8,kg,Morrisons Free From Potato Gnocchi,20240413,free-from,True
Morrisons,1.5,8.8,kg,Morrisons Free From Vegetable Gravy Granules,20240413,free-from,True
Morrisons,0.9,16.4,kg,Morrisons Free From Golden Syrup Porridge,20240413,free-from,True
Morrisons,3.25,10.8,kg,Schar Gluten-Free Pizza Base with Sourdough,20240413,free-from,False
Morrisons,2.75,13.75,kg,Violife Epic Mature Cheddar Flavour Block,20240413,free-from,False
Morrisons,3.85,15.4,kg,Birds Eye 2 Gluten Free Breaded Fish Fillets,20240413,free-from,False
Morrisons,2.15,4.3,kg,Pure Vegan Dairy Free Olive Spread,20240413,free-from,False
Morrisons,4.0,8.8,kg,Birds Eye 22 Gluten Free Chicken Nuggets,20240413,free-from,False
Morrisons,1.95,6.5,kg,Morrisons Free From Special Flakes,20240413,free-from,True
Morrisons,1.5,1.5,l,Alpro Almond Chilled Drink,20240413,free-from,False
Morrisons,2.0,8.0,l,Arla Lactofree Cream,20240413,free-from,False
Morrisons,2.1,13.1,kg,Genius Gluten Free Double Chocolate Muffins 2 Pack,20240413,free-from,False
Morrisons,2.35,8.39,kg,Jus-Rol Gluten Free Puff Pastry Ready Rolled Sheet,20240413,free-from,False
Morrisons,1.45,1.45,l,Morrisons Oat Milk,20240413,free-from,True
Morrisons,3.5,2.65,l,Free Damm 0% Lager,20240413,free-from,False
Morrisons,2.49,16.6,kg,Cathedral City Dairy Free Grated,20240413,free-from,False
Morrisons,1.5,8.8,kg,Morrisons Free From Meat Gravy Granules,20240413,free-from,True
Morrisons,2.0,12.5,kg,Nairn's Gluten Free Ginger Biscuit Breaks,20240413,free-from,False
Morrisons,2.75,13.8,kg,Violife Creamy Original Flavour Veg…,20240413,free-from,False
Morrisons,2.1,10.8,kg,Morrisons Free From Bakewell Tart,20240413,free-from,True
Morrisons,2.2,4.9,kg,Nairn's Gluten Free Scottish Porridge Oats,20240413,free-from,False
Morrisons,1.1,18.3,kg,Schar Gluten Free Pretzels,20240413,free-from,False
Morrisons,2.4,12.0,kg,Schar Gluten-Free White Ciabatta Rolls,20240413,free-from,False
Morrisons,1.95,1.95,kg,Doves Farm Gluten & Wheat Free…,20240413,free-from,False
Morrisons,3.0,12.0,l,Kikkoman Tamari Gluten Free Soy Sauce,20240413,free-from,False
Morrisons,4.0,12.6,kg,Goodfella's Gluten Free Pepperoni Pizza,20240413,free-from,False
Morrisons,1.85,9.3,l,Oatly! The Original Creamy Oat Fraiche,20240413,free-from,False
Morrisons,2.0,6.67,kg,Heck Meat Free Sausage,20240413,free-from,False
Morrisons,1.2,2.4,kg,Morrisons Free From Macaroni Pasta,20240413,free-from,True
Morrisons,2.9,0.72,unit,Warburtons Gluten Free Soft Cinn…,20240413,free-from,False
Morrisons,1.5,1.5,l,Alpro Soya Chocolate Chilled Drink,20240413,free-from,False
Morrisons,2.1,4.2,kg,Alpro Strawberry Yoghurt Alternative,20240413,free-from,False
Morrisons,2.75,0.69,unit,Bfree Pitta Breads Stone Baked Pittas,20240413,free-from,False
Morrisons,2.0,9.4,kg,Nairns Gluten Free Oat Cakes,20240413,free-from,False
Morrisons,1.5,1.5,l,Alpro Coconut Chilled Drink,20240413,free-from,False
Morrisons,2.4,12.0,kg,Schar Gluten-Free Brown Ciabatta Rolls,20240413,free-from,False
Morrisons,2.4,20.0,kg,Morrisons Free From Choc Chip Brownie,20240413,free-from,True
Morrisons,1.4,8.8,kg,Nairn's Gluten Free Syrupy & Crumbly Oaties,20240413,free-from,False
Morrisons,1.25,5.0,kg,Morrisons Free From Lasagne Sheets,20240413,free-from,True
Morrisons,1.5,0.38,unit,Mrs Crimble's Gluten Free 4 Big Bakewell Slices 200g,20240413,free-from,False
